Name	RA	Dec	V_ref	B-V	U-B	V-R	R-I	V-I	n	m	e_V	e_B-V	e_U-B	e_V-R	e_R-I	e_V-I	
PG1648+536	16 49 59.853	+53 31 31.75	14.05	-0.215	-1.024	-0.09	-0.126	-0.214	13	6	0.0026	0.0014	0.0028	0.0025	0.0042	0.0034	
PG1648+536B	16 50 01.154	+53 29 14.64	14.047	0.611	0.052	0.377	0.372	0.751	10	5	0.0007	0.0067	0.0042	0.0039	0.0026	0.0041	
PG1648+536C	16 50 07.599	+53 28 49.30	13.52	0.957	0.722	0.549	0.483	1.031	10	5	0.0024	0.0007	0.006	0.0007	0.0017	0.0013	
PG1648+536D	16 50 11.586	+53 26 59.73	12.246	0.637	0.103	0.372	0.361	0.733	7	4	0.0026	0.0038	0.0064	0.0015	0.0019	0.0026	
GD 363C	17 38 26.523	+41 53 20.52	15.504	0.59	0.009	0.346	0.294	0.641	14	7	0.0041	0.0028	0.0072	0.0055	0.0193	0.0241	
GD 363B	17 38 33.790	+41 53 30.66	15.058	1.163	1.075	0.73	0.635	1.371	23	13	0.0022	0.0034	0.0218	0.0021	0.0034	0.0033	
GD 363A	17 38 35.039	+41 53 58.16	12.9	1.013	0.834	0.542	0.497	1.04	21	12	0.0006	0.0011	0.0015	0.001	0.001	0.0021	
GD 363	17 38 35.667	+41 52 31.69	15.286	-0.108	-0.894	-0.126	-0.153	-0.272	21	12	0.0017	0.0017	0.0025	0.0022	0.015	0.0122	
GD 363D	17 38 47.885	+41 54 09.16	13.804	0.586	-0.011	0.35	0.357	0.705	11	6	0.0014	0.0011	0.0031	0.0021	0.0042	0.0052	
GD 378A	18 23 30.902	+41 04 10.27	13.475	0.617	0.14	0.348	0.33	0.682	16	8	0.0018	0.0017	0.0011	0.001	0.0011	0.0011	
GD 378	18 23 37.012	+41 04 02.55	14.288	-0.08	-0.962	-0.036	-0.043	-0.091	17	8	0.0005	0.0009	0.002	0.0017	0.0037	0.0032	
GD 378B	18 23 45.477	+41 05 47.88	13.393	0.69	0.156	0.409	0.402	0.809	14	5	0.0562	0.0035	0.0068	0.0019	0.0022	0.0034	
GD 378C	18 23 50.120	+41 06 43.94	11.771	0.612	0.137	0.355	0.339	0.697	10	4	0.0008	0.0006	0.0009	0.0004	0.0014	0.0014	
SA 38-177	18 47 34.575	+45 10 53.55	10.85	0.442	0.015	0.27	0.262	0.533	12	7	0.0005	0.0005	0.0025	0.001	0.001	0.0012	
SA 38-178	18 47 35.701	+45 10 34.03	12.405	0.724	0.175	0.43	0.416	0.845	12	6	0.0009	0.0009	0.0028	0.001	0.0007	0.0006	
SA 38-326	18 47 40.515	+45 24 39.37	9.947	0.287	0.071	0.171	0.193	0.349	8	4	0.0007	0.0016	0.0013	0.0018	0.0007	0.0006	
SA 38-358	18 48 23.004	+45 23 22.35	9.854	1.132	1.186	0.583	0.509	1.095	9	4	0.0006	0.0015	0.0025	0.0018	0.0008	0.0012	
SA 38-365	18 48 32.505	+45 25 10.85	11.625	1.205	1.309	0.616	0.546	1.16	8	4	0.0006	0.0014	0.0006	0.0005	0.0006	0.001	
SA 38-375	18 48 47.091	+45 24 19.78	11.556	0.584	0.086	0.326	0.312	0.643	4	2	0.0013	0.0014	0.0007	0.0013	0.0012	0.0007	
SA 38-377	18 48 47.755	+45 20 23.44	10.451	0.967	0.778	0.521	0.458	0.976	4	2	0.0006	0.0007	0.0031	0.0025	0.0018	0.0018	
SA 38-382	18 48 53.856	+45 25 29.95	11.351	0.586	0.141	0.329	0.313	0.645	4	2	0.0025	0.0006	0.0029	0.0006	0.0025	0.0018	
SA 38-253	18 49 04.397	+45 14 13.70	10.774	0.357	0.025	0.223	0.204	0.428	9	4	0.0006	0.0005	0.0005	0.0005	0.0012	0.0006	
SA 38-391	18 49 07.115	+45 19 16.77	8.575	1.266	1.441	0.658	0.577	1.235	2	1	0.0014	0.0021	0.0057	0.0035	0.0035	0.0007	
SA 38-269	18 49 37.723	+45 14 24.01	11.27	1.157	1.2	0.62	0.548	1.168	9	4	0.0011	0.0012	0.0007	0.0007	0.0005	0.0007	
SA 38-270	18 49 40.787	+45 09 07.01	10.927	0.289	0.085	0.164	0.173	0.32	10	5	0.0016	0.0012	0.0025	0.0007	0.0007	0.0005	
SA 38-273	18 49 46.591	+45 13 32.23	10.871	1.269	1.285	0.675	0.617	1.298	9	4	0.0006	0.0006	0.0015	0.001	0.0005	0.0007	
SA 38-137	18 50 24.265	+45 06 09.47	13.517	0.736	0.317	0.411	0.37	0.785	7	4	0.0013	0.0014	0.0014	0.0035	0.004	0.0007	
SA 38-138	18 50 25.534	+45 06 06.38	14.319	0.714	0.27	0.388	0.369	0.762	9	5	0.0016	0.0018	0.0065	0.0014	0.0014	0.0027	
SA 38-297	18 50 27.011	+45 07 55.90	14.395	0.61	0.137	0.346	0.35	0.696	2	1	0.0021	0.0007	0.0226	0.0042	0.0014	0.0035	
SA 38-298	18 50 31.101	+45 09 37.03	15.221	0.594	0.116	0.386	0.361	0.749	1	1	nan	nan	nan	nan	nan	nan	
SA 38-302	18 50 33.197	+45 10 43.05	15.461	0.932	0.53	0.528	0.43	0.955	1	1	nan	nan	nan	nan	nan	nan	
SA 38-303	18 50 34.221	+45 07 26.48	15.062	0.618	0.093	0.334	0.413	0.746	1	1	nan	nan	nan	nan	nan	nan	
SA 38-304	18 50 36.293	+45 09 06.83	14.514	0.595	0.068	0.294	0.364	0.657	1	1	nan	nan	nan	nan	nan	nan	
SA 38-149	18 50 41.729	+45 06 37.02	15.186	0.639	0.11	0.339	0.317	0.657	1	1	nan	nan	nan	nan	nan	nan	
SA 38-309	18 50 45.291	+45 07 42.19	12.798	0.682	0.195	0.383	0.372	0.753	7	4	0.0038	0.0023	0.0083	0.0023	0.0038	0.0023	
SA 38-156	18 50 46.158	+45 05 52.97	15.358	0.579	-0.069	0.356	0.368	0.712	12	7	0.0007	0.0031	0.0027	0.0036	0.0039	0.0087	
SA 38-157	18 50 46.519	+45 06 11.51	15.213	1.036	0.831	0.57	0.523	1.094	9	5	0.0012	0.0019	0.0086	0.0007	0.0037	0.0033	
SA 38-310	18 50 48.873	+45 08 43.50	10.489	1.259	1.407	0.651	0.555	1.212	11	6	0.0005	0.0005	0.0005	0.0006	0.0005	0.0006	
SA 38-312	18 50 50.491	+45 09 36.42	12.171	1.29	1.187	0.706	0.666	1.374	9	5	0.0007	0.0023	0.0022	0.0007	0.0009	0.0007	
GD 391F	20 29 37.183	+39 17 17.58	12.5	0.544	0.048	0.329	0.331	0.66	10	5	0.0011	0.0023	0.0026	0.0012	0.0007	0.0014	
GD 391E	20 29 43.642	+39 17 17.98	12.409	0.56	0.043	0.326	0.314	0.642	14	7	0.0007	0.0008	0.002	0.0008	0.0012	0.001	
GD 391H	20 29 45.496	+39 18 14.26	14.365	0.723	0.183	0.417	0.396	0.814	8	4	0.0007	0.0006	0.0042	0.0016	0.0069	0.0068	
GD 391G	20 29 45.987	+39 16 34.95	13.675	0.8	0.314	0.451	0.44	0.893	8	4	0.0016	0.0023	0.0134	0.0016	0.002	0.0008	
GD 391B	20 29 51.196	+39 14 20.33	12.71	0.58	0.2	0.344	0.352	0.696	16	9	0.0004	0.0015	0.0028	0.0007	0.0015	0.0012	
GD 391D	20 29 54.035	+39 13 43.44	15.012	0.994	0.481	0.57	0.549	1.125	14	7	0.0045	0.0025	0.0097	0.0033	0.0057	0.0066	
GD 391A	20 29 55.304	+39 14 13.08	12.315	0.41	0.205	0.236	0.261	0.494	15	9	0.0017	0.0015	0.002	0.0009	0.0009	0.0011	
GD 391	20 29 56.177	+39 13 32.19	13.378	-0.151	-0.972	-0.12	-0.136	-0.256	27	13	0.0005	0.0011	0.0017	0.0009	0.0018	0.0018	
GD 391C	20 30 02.922	+39 15 03.75	11.463	0.76	0.608	0.448	0.497	0.937	12	6	0.0012	0.0009	0.0037	0.001	0.0008	0.0007	
SA 41-620	21 53 11.306	+45 36 21.13	14.176	0.77	0.305	0.468	0.475	0.94	2	1	0.0071	0.0049	0.0099	0.0085	0.0057	0.0028	
SA 41-626	21 53 17.263	+45 37 24.48	14.058	0.911	0.687	0.509	0.451	0.954	2	1	0.0057	0.0035	0.046	0.0078	0.0035	0.0035	
SA 41-625	21 53 17.295	+45 35 14.74	14.205	0.876	0.373	0.496	0.509	1.006	2	1	0.0071	0.0156	0.0212	0.0071	0.0064	0.0014	
SA 41-630	21 53 23.508	+45 38 17.36	14.986	1.039	0.787	0.593	0.513	1.105	2	1	0.0163	0.0297	0.0035	0.0141	0.0007	0.0141	
SA 41-631	21 53 24.561	+45 35 45.09	13.39	0.246	-0.106	0.167	0.196	0.374	27	12	0.0014	0.001	0.0018	0.0009	0.0011	0.0013	
SA 41-634	21 53 27.209	+45 35 40.95	13.164	0.738	0.217	0.448	0.455	0.902	14	7	0.0006	0.0015	0.0019	0.001	0.0026	0.0025	
SA 41-637	21 53 30.416	+45 36 11.04	14.426	1.199	0.8	0.69	0.673	1.36	20	10	0.0013	0.0012	0.0103	0.0015	0.0025	0.0034	
SA 41-638	21 53 32.591	+45 37 00.50	14.045	0.736	0.131	0.436	0.461	0.894	2	1	0.0021	0.0049	0.0304	0.0064	0.0177	0.0113	
SA 41-639	21 53 33.743	+45 34 20.95	14.13	1.32	1.045	0.754	0.716	1.472	17	8	0.0006	0.0015	0.0118	0.0027	0.0017	0.0032	
SA 41-654	21 53 52.663	+45 33 07.25	10.038	0.619	0.207	0.344	0.312	0.658	13	6	0.0003	0.0008	0.0023	0.0004	0.0007	0.0008	
SA 41-660	21 53 56.878	+45 32 23.66	12.804	0.225	0.081	0.147	0.169	0.319	25	11	0.0015	0.0014	0.0015	0.0005	0.0012	0.0015	
SA 41-171	21 54 04.972	+45 13 13.57	11.144	0.315	0.185	0.181	0.206	0.388	14	7	0.0018	0.0017	0.0006	0.0013	0.001	0.0011	
SA 41-673	21 54 07.165	+45 32 38.06	14.098	0.235	-0.198	0.155	0.18	0.334	33	15	0.0014	0.0018	0.0023	0.0019	0.0031	0.0019	
SA 41-674	21 54 07.517	+45 32 07.05	14.56	1.051	0.831	0.664	0.595	1.26	9	4	0.003	0.0033	0.0101	0.0052	0.0011	0.0065	
SA 41-179	21 54 10.448	+45 16 31.11	11.868	0.498	0.177	0.291	0.296	0.586	9	4	0.0017	0.0014	0.0029	0.0011	0.0019	0.0004	
SA 41-182	21 54 12.587	+45 14 36.50	9.969	0.307	0.159	0.182	0.197	0.381	15	8	0.0009	0.0011	0.0007	0.0006	0.001	0.0012	
SA 41-190	21 54 18.195	+45 15 22.57	10.367	0.289	0.074	0.165	0.166	0.332	17	8	0.0012	0.0008	0.0009	0.0004	0.0004	0.001	
SA 41-204	21 54 31.607	+45 13 51.39	10.973	1.743	2.064	1.075	1.163	2.242	17	8	0.0033	0.0016	0.0075	0.0012	0.0011	0.002	
GD 251	23 34 20.865	+29 18 36.99	15.745	-0.182	-1.003	-0.068	-0.171	-0.236	2	1	0.0198	0.0205	0.0071	0.0085	0.0424	0.0325	
HIP 88427	18 03 12.87	35 58 05.61	9.329	0.638	0.089	0.336	nan	0.704	nan	nan	0.006	0.013	0.022	0.018	nan	0.007	
